Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,BBAND_L2_day,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign
ニチバン,4218,2024-11-20 00:00:00+00:00,1921.0,1961.0,2059.0,-1.5,-0.0,0,0.5,-2.1,51.4,40.4,52.3,49.1,149.1,49.7,1876.0,0,0,0,0,0,0,0
リケンテクノス,4220,2024-11-20 00:00:00+00:00,1090.0,1114.0,1114.0,10.2,0.6,0,1.2,-2.5,57.2,41.3,58.9,56.5,125.0,63.1,1004.8,0,0,0,0,0,0,0
大倉工業,4221,2024-11-20 00:00:00+00:00,3085.0,3085.0,3250.0,51.8,10.3,0,5.9,-2.5,72.9,39.7,83.6,68.6,400.7,61.8,2468.7,0,0,0,0,0,0,0
積水化成品工業,4228,2024-11-20 00:00:00+00:00,364.0,401.0,511.0,-8.8,0.1,0,0.6,-2.7,38.9,36.4,40.1,32.4,35.1,52.6,347.0,0,0,0,0,0,1,0
群栄化学工業,4229,2024-11-20 00:00:00+00:00,2715.0,2840.0,3880.0,-2.3,-0.5,0,-0.3,-2.4,46.2,38.9,46.1,48.2,71.2,53.0,2671.6,0,0,0,0,0,0,0
ダイキョーニシカワ,4246,2024-11-20 00:00:00+00:00,627.0,649.0,865.0,-5.5,0.3,0,1.2,-3.5,47.9,38.4,51.8,45.0,115.8,54.5,601.2,0,0,0,0,0,0,0
森六ホールディングス,4249,2024-11-20 00:00:00+00:00,2105.0,2386.0,2960.0,-28.5,-5.4,0,-1.9,-2.6,38.6,39.2,35.5,38.5,108.3,52.0,2039.2,0,0,1,0,0,0,0
恵和,4251,2024-11-20 00:00:00+00:00,1009.0,1091.0,1794.0,-13.9,0.3,0,-0.0,-5.8,42.0,38.9,44.6,41.9,55.9,56.7,980.1,0,0,0,0,0,1,0
日本化薬,4272,2024-11-20 00:00:00+00:00,1233.0,1276.5,1410.5,-6.5,1.7,0,1.0,-2.2,51.0,41.4,55.1,48.2,178.6,54.8,1156.5,0,0,0,0,0,0,0
カーリットホールディングス,4275,2024-11-20 00:00:00+00:00,1240.0,1355.0,1527.0,10.7,-1.8,0,-0.3,-2.6,51.3,42.1,49.7,52.1,110.7,68.4,1190.8,0,0,0,0,0,0,0
プレステージ・インターナショナル,4290,2024-11-20 00:00:00+00:00,659.0,713.0,780.0,-9.1,-0.1,0,-0.5,-3.4,42.0,39.7,39.0,37.7,56.1,60.0,652.5,0,0,0,0,0,1,0
プロトコーポレーション,4298,2024-11-20 00:00:00+00:00,1382.0,1573.0,1573.0,-9.0,-0.0,0,-1.6,-3.0,44.8,39.4,40.3,45.6,52.3,56.4,1371.7,0,0,0,0,0,1,0
アミューズ,4301,2024-11-20 00:00:00+00:00,1351.0,1415.0,1863.0,-15.9,1.2,0,0.8,-2.5,43.3,35.3,49.1,39.3,64.2,43.2,1317.6,0,0,0,0,0,0,0
野村総合研究所,4307,2024-11-20 00:00:00+00:00,4445.0,5228.0,5415.0,-114.1,-1.3,0,-2.3,-3.0,38.6,40.7,33.1,36.8,42.7,66.1,4333.9,0,0,1,0,0,1,0
ドリームインキュベータ,4310,2024-11-20 00:00:00+00:00,2937.0,2998.0,3400.0,162.5,5.4,0,3.5,-4.4,68.3,35.9,71.4,69.8,629.9,45.9,1894.8,0,0,0,0,0,0,0
クイック,4318,2024-11-20 00:00:00+00:00,2014.0,2080.0,2635.0,-8.2,1.2,0,0.4,-3.0,48.3,38.6,51.1,47.8,84.8,57.9,1917.4,0,0,0,0,0,0,0
日本システム技術,4323,2024-11-20 00:00:00+00:00,1792.0,1894.0,2042.5,-29.6,-0.1,0,4.8,-4.1,52.1,43.2,54.9,43.2,76.8,60.9,1614.1,0,0,0,0,0,0,0
電通グループ,4324,2024-11-20 00:00:00+00:00,3622.0,4861.0,4897.0,-27.6,-36.5,0,-13.3,-3.3,30.3,38.4,20.5,43.8,61.3,61.4,3714.4,0,1,1,0,0,1,1
インテージホールディングス,4326,2024-11-20 00:00:00+00:00,1601.0,1624.0,2298.0,0.9,0.3,0,1.6,-3.4,54.8,38.0,57.4,50.9,81.0,56.2,1534.9,0,0,0,0,0,0,0
テイクアンドギヴ・ニーズ,4331,2024-11-20 00:00:00+00:00,783.0,939.0,1271.0,-11.3,-2.4,0,-4.2,-4.9,35.5,37.8,25.6,36.8,70.3,47.5,784.4,0,0,1,0,0,0,1
東邦システムサイエンス,4333,2024-11-20 00:00:00+00:00,1415.0,1466.0,1783.0,-6.6,-0.5,0,-0.8,-2.2,44.2,43.5,42.2,45.1,131.4,52.8,1401.4,0,0,0,0,0,0,0
ぴあ,4337,2024-11-20 00:00:00+00:00,3085.0,3240.0,3975.0,12.5,-0.9,0,0.1,-3.5,53.6,39.6,53.5,54.3,71.0,54.9,2990.4,0,0,0,0,0,0,0
イオンファンタジー,4343,2024-11-20 00:00:00+00:00,2898.0,3025.0,3645.0,162.0,2.6,0,2.0,-4.9,68.4,36.1,72.1,74.0,465.1,42.3,2291.6,0,0,0,0,0,0,0
ソースネクスト,4344,2024-11-20 00:00:00+00:00,199.0,240.0,281.0,3.8,-0.8,0,-4.7,-5.1,46.6,35.7,42.5,53.1,189.0,52.7,178.9,0,0,0,0,0,0,0
シーティーエス,4345,2024-11-20 00:00:00+00:00,915.0,944.0,944.0,8.8,-0.5,0,1.7,-2.5,58.4,37.6,59.1,55.6,167.5,53.1,872.1,0,0,0,0,0,0,0
日本精化,4362,2024-11-20 00:00:00+00:00,2450.0,2450.0,3115.0,27.5,1.6,0,1.9,-3.1,57.4,41.2,63.5,58.8,226.2,59.0,2222.6,0,0,0,0,0,0,0
扶桑化学工業,4368,2024-11-20 00:00:00+00:00,3480.0,3980.0,5180.0,-75.7,-2.3,0,-1.1,-3.6,39.7,40.4,34.8,35.6,83.2,59.3,3417.7,0,0,1,0,0,0,0
トリケミカル研究所,4369,2024-11-20 00:00:00+00:00,2782.0,3410.0,5150.0,-105.2,-3.3,0,-2.1,-5.4,36.7,39.7,31.1,31.6,69.8,53.7,2718.9,0,0,1,0,0,0,0
シンプレクス・ホールディングス,4373,2024-11-20 00:00:00+00:00,2571.0,2641.0,2945.0,47.6,2.8,0,1.5,-4.0,58.0,41.9,61.7,60.9,204.7,63.9,2192.0,0,0,0,0,0,0,0
ラクスル,4384,2024-11-20 00:00:00+00:00,1166.0,1340.0,1547.0,-3.7,-2.6,0,-2.6,-5.8,46.3,37.0,38.8,45.4,90.0,52.0,1158.5,0,0,0,0,0,0,0
メルカリ,4385,2024-11-20 00:00:00+00:00,1954.0,2653.0,3649.0,-123.7,3.9,0,2.0,-5.8,41.8,34.5,41.5,33.2,73.3,50.4,1708.7,0,0,0,0,0,0,0
ＩＰＳ,4390,2024-11-20 00:00:00+00:00,2717.0,2767.0,2767.0,80.0,4.8,0,5.9,-4.4,67.5,38.4,72.6,66.3,129.2,55.6,2170.6,0,0,0,0,0,0,0
ＦＩＧ,4392,2024-11-20 00:00:00+00:00,292.0,319.0,394.0,-3.2,-0.3,0,-1.4,-3.2,44.6,38.8,43.2,44.9,88.7,51.7,279.2,0,0,0,0,0,0,0
システムサポート,4396,2024-11-20 00:00:00+00:00,1867.0,2075.0,2264.0,-29.3,3.9,0,3.2,-3.4,51.8,40.3,57.1,45.5,92.3,60.6,1711.9,0,0,0,0,0,0,0
ＡＤＥＫＡ,4401,2024-11-20 00:00:00+00:00,2819.0,2958.0,3426.0,-15.7,3.1,0,0.8,-2.7,48.9,41.9,54.4,48.6,104.6,68.5,2665.8,0,0,0,0,0,0,0
日油,4403,2024-11-20 00:00:00+00:00,2310.5,2677.5,2677.5,-20.1,-5.1,0,-1.6,-2.6,44.8,42.4,37.3,41.5,102.8,67.8,2268.5,0,0,0,0,0,0,0
ハリマ化成グループ,4410,2024-11-20 00:00:00+00:00,871.0,878.0,983.0,4.8,0.3,0,0.4,-2.5,54.6,39.8,60.0,59.0,138.2,53.5,828.8,0,0,0,0,0,0,0
ウイングアーク１ｓｔ,4432,2024-11-20 00:00:00+00:00,3300.0,3410.0,3410.0,58.8,-0.1,0,0.0,-3.9,59.0,40.2,58.0,60.5,133.6,56.2,3035.2,0,0,0,0,0,0,0
ヒト・コミュニケーションズ・ホールディングス,4433,2024-11-20 00:00:00+00:00,836.0,874.0,1577.0,-3.2,1.2,0,1.2,-4.1,50.7,36.3,57.4,50.7,95.7,49.5,774.3,0,0,0,0,0,0,0
Ｓａｎｓａｎ,4443,2024-11-20 00:00:00+00:00,1953.0,2347.0,2454.0,-18.1,-6.7,0,-4.6,-6.5,43.0,38.3,37.5,44.6,92.7,49.7,1940.2,0,0,0,0,0,0,0
Ｌｉｎｋ－Ｕグループ,4446,2024-11-20 00:00:00+00:00,478.0,494.0,1300.0,-4.0,0.4,0,1.0,-5.8,46.3,36.4,52.6,45.2,109.0,46.5,460.1,0,0,0,0,0,0,0
ギフティ,4449,2024-11-20 00:00:00+00:00,1257.0,1266.0,2120.0,2.9,10.8,0,17.8,-6.9,70.3,35.8,83.5,57.4,184.4,50.0,737.3,0,0,0,0,0,0,0
花王,4452,2024-11-20 00:00:00+00:00,6256.0,7116.0,7273.0,-127.9,-3.5,0,-1.2,-2.2,39.4,38.3,35.4,35.9,41.4,57.3,6081.9,0,0,0,0,0,1,0
第一工業製薬,4461,2024-11-20 00:00:00+00:00,3710.0,3980.0,4010.0,163.6,1.1,0,0.1,-3.3,60.6,36.4,61.8,65.0,110.7,44.4,2829.4,0,0,0,0,0,0,0
石原ケミカル,4462,2024-11-20 00:00:00+00:00,2450.0,2504.0,2581.0,11.3,4.1,0,2.3,-2.4,56.5,43.6,60.4,54.8,234.7,57.8,2190.1,0,0,0,0,0,0,0
三洋化成工業,4471,2024-11-20 00:00:00+00:00,4005.0,4250.0,4470.0,-12.7,-2.4,0,-1.0,-2.2,43.1,39.3,34.1,42.3,72.3,61.7,4004.4,0,0,0,0,0,0,0
メドレー,4480,2024-11-20 00:00:00+00:00,4295.0,4255.0,5860.0,31.4,16.0,0,9.6,-6.2,65.0,37.8,72.8,57.0,121.0,49.2,3361.6,0,0,0,1,0,0,0
ベース,4481,2024-11-20 00:00:00+00:00,3195.0,3225.0,5930.0,5.9,7.6,0,3.8,-4.4,59.5,38.3,67.0,55.1,134.2,52.2,2765.3,0,0,0,0,0,0,0
ＪＭＤＣ,4483,2024-11-20 00:00:00+00:00,4228.0,4725.0,6425.0,-49.0,0.7,0,0.1,-5.8,49.2,38.8,47.3,45.7,126.2,53.1,4035.1,0,0,0,0,0,0,0
武田薬品工業,4502,2024-11-20 00:00:00+00:00,4199.0,4300.0,4860.0,0.0,-0.2,0,0.0,-2.1,49.9,39.1,49.9,49.9,87.8,65.0,4115.3,0,0,0,0,0,0,0
アステラス製薬,4503,2024-11-20 00:00:00+00:00,1564.0,1795.5,2305.0,-15.9,-4.7,0,-4.6,-2.8,38.2,38.0,30.9,40.7,64.8,57.2,1572.9,0,1,0,0,0,0,1
住友ファーマ,4506,2024-11-20 00:00:00+00:00,599.0,670.0,686.9,-5.4,0.7,0,2.2,-4.8,52.5,30.1,52.6,49.2,79.7,47.7,513.3,0,0,0,0,0,0,0
塩野義製薬,4507,2024-11-20 00:00:00+00:00,2088.0,2210.5,2658.7,4.7,-1.5,0,-0.8,-2.7,47.4,40.2,45.8,49.8,123.4,63.2,2040.4,0,0,0,0,0,0,0
日本新薬,4516,2024-11-20 00:00:00+00:00,3986.0,4203.0,6647.0,46.0,-5.9,0,0.2,-3.7,56.2,34.6,53.2,54.6,193.3,46.2,3898.9,0,0,0,0,0,0,0
中外製薬,4519,2024-11-20 00:00:00+00:00,6467.0,7855.0,7855.0,9.2,-24.2,0,-5.1,-3.1,44.0,39.3,38.0,47.2,63.5,56.9,6371.9,0,1,0,0,0,0,0
科研製薬,4521,2024-11-20 00:00:00+00:00,4462.0,4561.0,4561.0,79.2,15.4,0,5.1,-2.3,73.4,36.6,81.4,67.2,369.6,56.9,3562.8,0,0,0,0,0,0,0
エーザイ,4523,2024-11-20 00:00:00+00:00,4701.0,5553.0,10795.0,-128.6,-4.8,0,-4.1,-3.6,31.1,35.7,26.3,31.6,63.1,54.1,4753.9,0,1,1,0,0,0,1
理研ビタミン,4526,2024-11-20 00:00:00+00:00,2527.0,2749.0,2877.0,7.3,-4.7,0,-3.2,-2.2,41.8,41.8,34.9,49.1,54.7,64.0,2520.1,0,1,0,0,0,1,0
ロート製薬,4527,2024-11-20 00:00:00+00:00,2674.5,3592.0,4097.0,-110.9,-18.2,0,-8.9,-2.9,28.1,39.7,21.5,32.5,55.3,64.0,2613.3,0,1,1,0,0,1,0
小野薬品工業,4528,2024-11-20 00:00:00+00:00,1765.0,2030.0,2937.5,-36.2,-3.3,0,-3.1,-2.7,32.9,36.7,28.5,34.1,77.0,55.1,1753.7,0,1,1,0,0,0,0
久光製薬,4530,2024-11-20 00:00:00+00:00,4239.0,4488.0,5462.0,59.0,-7.7,0,-0.6,-2.9,54.3,35.9,50.0,56.7,175.2,48.8,4162.2,0,0,0,0,0,0,0
持田製薬,4534,2024-11-20 00:00:00+00:00,3290.0,3535.0,3540.0,-15.3,-0.5,0,-0.6,-2.4,48.3,38.9,46.4,48.0,200.4,61.8,3183.2,0,0,0,0,0,0,0
参天製薬,4536,2024-11-20 00:00:00+00:00,1664.0,1856.5,1876.5,-23.0,-2.2,0,-1.1,-2.9,41.8,37.7,37.9,39.3,69.0,60.7,1624.0,0,0,0,0,0,0,0
扶桑薬品工業,4538,2024-11-20 00:00:00+00:00,2671.0,2720.0,2720.0,81.9,0.1,0,2.1,-2.4,67.6,40.4,69.7,69.6,134.9,57.9,2309.8,0,0,0,0,0,0,0
ツムラ,4540,2024-11-20 00:00:00+00:00,4893.0,5070.0,5070.0,63.4,-6.1,0,1.7,-2.4,58.1,39.2,56.5,55.6,71.8,58.8,4656.5,0,0,0,0,0,0,0
テルモ,4543,2024-11-20 00:00:00+00:00,3060.0,3160.0,3160.0,56.4,0.7,0,1.8,-2.8,60.8,40.1,62.6,61.7,307.1,66.2,2792.1,0,0,0,0,0,0,0
Ｈ．Ｕ．グループホールディングス,4544,2024-11-20 00:00:00+00:00,2430.0,2732.5,2854.5,-35.9,-3.7,0,-2.0,-2.8,36.2,37.6,26.8,33.9,90.2,55.7,2394.2,0,0,1,0,0,0,0
キッセイ薬品工業,4547,2024-11-20 00:00:00+00:00,3625.0,3850.0,3850.0,5.1,-3.2,0,-0.3,-2.5,50.8,40.6,47.4,49.3,66.8,64.7,3572.0,0,0,0,0,0,0,0
生化学工業,4548,2024-11-20 00:00:00+00:00,821.0,878.0,908.0,-6.3,-0.7,0,0.1,-2.4,46.2,37.9,44.3,42.7,105.5,49.8,793.6,0,0,0,0,0,0,0
栄研化学,4549,2024-11-20 00:00:00+00:00,2097.0,2552.0,2552.0,-60.5,-4.6,0,-2.7,-2.9,36.9,38.1,29.5,35.0,105.1,61.4,1967.2,0,0,1,0,0,0,0
鳥居薬品,4551,2024-11-20 00:00:00+00:00,4740.0,4725.0,4725.0,136.1,14.9,0,7.1,-2.4,75.9,40.0,81.1,71.3,476.5,62.4,3640.6,0,0,0,1,1,0,0
ＪＣＲファーマ,4552,2024-11-20 00:00:00+00:00,632.0,705.0,1495.5,-1.0,-1.0,0,-1.6,-4.9,46.7,34.3,41.9,46.6,88.3,49.8,620.5,0,0,0,0,0,0,0
東和薬品,4553,2024-11-20 00:00:00+00:00,2811.0,3175.0,3195.0,-19.5,-8.3,0,-3.1,-3.3,40.7,37.8,33.6,42.9,99.8,55.8,2777.4,0,0,0,0,0,0,0
富士製薬工業,4554,2024-11-20 00:00:00+00:00,1419.0,1411.0,2020.0,8.7,3.0,0,5.6,-2.5,63.6,39.5,73.0,58.1,123.8,55.7,1228.9,0,0,0,1,0,0,0
ゼリア新薬工業,4559,2024-11-20 00:00:00+00:00,2222.0,2375.0,2583.0,-11.9,-1.8,0,-0.3,-2.3,46.8,40.9,42.6,44.3,132.5,66.6,2169.3,0,0,0,0,0,0,0
ネクセラファーマ,4565,2024-11-20 00:00:00+00:00,1104.0,1251.0,3160.0,-22.6,-0.9,0,-3.4,-4.8,37.3,36.5,34.4,40.2,95.6,52.2,1101.1,0,0,0,0,0,0,0
第一三共,4568,2024-11-20 00:00:00+00:00,4570.0,5013.0,6148.0,-81.3,-5.8,0,-1.2,-3.6,40.3,38.5,39.1,38.6,88.2,63.7,4455.6,0,0,0,0,0,0,0
杏林製薬,4569,2024-11-20 00:00:00+00:00,1471.0,1531.0,1863.0,-11.1,0.0,0,-0.2,-1.9,40.8,39.2,42.1,40.6,75.7,60.0,1454.0,0,0,0,0,0,0,0
大幸薬品,4574,2024-11-20 00:00:00+00:00,362.0,402.0,483.0,-7.0,-0.2,0,-0.8,-4.6,41.2,34.8,38.4,38.4,55.4,53.4,353.6,0,0,0,0,0,0,0
ダイト,4577,2024-11-20 00:00:00+00:00,2088.0,2334.0,2542.0,-33.4,-2.3,0,-1.5,-3.3,38.7,37.9,32.9,35.1,47.3,59.2,2066.0,0,0,0,0,0,1,0
大塚ホールディングス,4578,2024-11-20 00:00:00+00:00,8725.0,9611.0,9611.0,156.7,-24.4,0,-2.7,-2.3,50.9,40.0,43.4,55.9,130.5,62.4,8647.1,0,1,0,0,0,0,0
ペプチドリーム,4587,2024-11-20 00:00:00+00:00,2452.5,2968.0,2968.0,1.3,-9.6,0,-6.5,-5.5,43.7,35.9,37.3,47.5,94.6,52.2,2506.9,0,1,0,0,0,0,1
大日本塗料,4611,2024-11-20 00:00:00+00:00,1106.0,1141.0,1341.0,4.3,2.4,0,2.0,-2.4,55.5,40.0,62.1,54.9,168.5,59.8,955.3,0,0,0,0,0,0,0
日本ペイントホールディングス,4612,2024-11-20 00:00:00+00:00,1005.0,1180.0,1302.0,6.3,-4.1,0,-1.4,-4.2,48.5,38.0,44.8,48.2,62.8,56.5,926.9,0,0,0,0,0,0,0
関西ペイント,4613,2024-11-20 00:00:00+00:00,2150.5,2569.0,2736.0,-79.9,-5.2,0,-1.9,-3.1,34.1,37.3,30.3,29.5,58.8,51.5,2017.3,0,0,0,0,0,0,0
中国塗料,4617,2024-11-20 00:00:00+00:00,2465.0,2622.0,2622.0,119.5,-1.5,0,0.3,-2.4,64.9,42.1,65.6,70.6,284.2,65.8,1966.9,0,0,0,0,0,0,0
太陽ホールディングス,4626,2024-11-20 00:00:00+00:00,4145.0,4195.0,4195.0,78.9,0.5,0,1.7,-2.5,64.6,40.4,67.6,65.0,157.7,62.2,3797.2,0,0,0,0,0,0,0
ＤＩＣ,4631,2024-11-20 00:00:00+00:00,3217.0,3389.0,3389.0,10.2,-2.1,0,-0.5,-2.2,51.3,41.4,46.8,50.7,82.4,67.7,3194.2,0,0,0,0,0,0,0
サカタインクス,4633,2024-11-20 00:00:00+00:00,1535.0,1658.0,1908.0,-17.2,0.8,0,1.2,-2.8,47.8,41.3,50.4,43.9,61.8,62.0,1476.5,0,0,0,0,0,1,0
ａｒｔｉｅｎｃｅ,4634,2024-11-20 00:00:00+00:00,3055.0,3930.0,4010.0,-134.5,-10.6,0,-3.2,-2.0,36.5,40.8,30.4,33.3,40.2,60.8,2810.3,0,1,1,0,0,1,0
アルプス技研,4641,2024-11-20 00:00:00+00:00,2561.0,2861.0,3110.0,-16.6,-6.0,0,-3.4,-2.6,40.0,41.0,30.8,42.5,74.8,64.4,2553.2,0,1,1,0,0,0,0
日本空調サービス,4658,2024-11-20 00:00:00+00:00,1017.0,1059.0,1111.0,-1.8,0.1,0,-0.5,-1.6,48.4,41.0,46.9,48.5,127.1,58.9,992.0,0,0,0,0,0,0,0
オリエンタルランド,4661,2024-11-20 00:00:00+00:00,3537.0,3904.0,5694.0,-4.2,-3.5,0,-2.8,-2.7,41.6,39.0,39.0,47.1,125.3,64.0,3434.7,0,1,0,0,0,0,0
フォーカスシステムズ,4662,2024-11-20 00:00:00+00:00,1090.0,1130.0,1353.0,-6.5,0.7,0,1.0,-2.6,49.3,42.0,53.3,47.0,62.1,50.2,1035.8,0,0,0,0,0,0,0
ダスキン,4665,2024-11-20 00:00:00+00:00,3829.0,4172.0,4172.0,-36.2,-2.5,0,0.1,-1.5,46.2,43.3,41.8,40.1,71.0,66.7,3672.3,0,0,0,0,0,0,0
パーク２４,4666,2024-11-20 00:00:00+00:00,1850.5,1911.0,2202.5,17.3,-1.8,0,0.2,-4.2,56.0,39.3,53.9,55.0,128.3,58.3,1793.5,0,0,0,0,0,0,0
明光ネットワークジャパン,4668,2024-11-20 00:00:00+00:00,715.0,716.0,789.0,5.2,1.0,0,2.7,-2.2,63.8,38.4,76.7,63.7,174.5,51.8,641.0,0,0,0,0,0,0,0
クレスコ,4674,2024-11-20 00:00:00+00:00,1253.0,1333.0,1433.0,-13.9,1.2,0,2.2,-3.2,51.0,40.5,53.5,44.1,40.1,63.1,1177.7,0,0,0,0,0,1,0
フジ・メディア・ホールディングス,4676,2024-11-20 00:00:00+00:00,1676.0,1751.0,2045.0,-8.6,-0.4,0,0.5,-2.5,48.0,40.5,48.8,45.8,122.5,61.6,1624.8,0,0,0,0,0,0,0
ラウンドワン,4680,2024-11-20 00:00:00+00:00,1021.0,1112.0,1112.0,12.8,1.3,0,-0.3,-4.7,55.8,40.0,55.1,57.4,96.7,62.1,897.0,0,0,0,0,0,0,0
リゾートトラスト,4681,2024-11-20 00:00:00+00:00,2907.0,2925.0,2950.0,8.7,3.7,0,2.6,-2.9,62.9,40.2,69.0,57.1,142.1,64.5,2680.8,0,0,0,0,0,0,0
オービック,4684,2024-11-20 00:00:00+00:00,4865.0,5283.0,5283.0,38.9,-3.6,0,-2.7,-2.6,47.8,40.9,42.8,52.8,86.7,63.4,4600.7,0,1,0,0,0,0,0
ジャストシステム,4686,2024-11-20 00:00:00+00:00,3245.0,3580.0,4731.0,-36.2,-2.6,0,-1.1,-4.5,45.4,36.0,42.1,43.5,53.0,60.1,3198.9,0,0,0,0,0,1,0
ＴＤＣソフト,4687,2024-11-20 00:00:00+00:00,1282.0,1296.0,1360.0,10.7,1.3,0,3.4,-3.2,57.6,42.2,61.4,55.1,229.5,59.7,1121.3,0,0,0,0,0,0,0
ＬＩＮＥヤフー,4689,2024-11-20 00:00:00+00:00,409.9,430.9,499.7,-0.8,-0.1,0,0.4,-3.8,51.1,37.7,49.9,48.4,121.6,51.6,400.9,0,0,0,0,0,0,0
ビー・エム・エル,4694,2024-11-20 00:00:00+00:00,2802.0,2881.0,3200.0,27.6,1.0,0,0.1,-2.6,54.9,40.5,56.0,59.0,234.1,64.3,2656.9,0,0,0,0,0,0,0
トレンドマイクロ,4704,2024-11-20 00:00:00+00:00,8304.0,8408.0,9063.0,-50.7,9.1,0,2.7,-2.8,53.9,38.5,57.0,48.3,119.8,63.2,7748.1,0,0,0,0,0,0,0
ＩＤホールディングス,4709,2024-11-20 00:00:00+00:00,1633.0,1631.0,1765.0,42.2,2.4,0,4.4,-2.1,66.8,41.5,72.2,65.1,259.9,58.5,1304.0,0,0,0,1,0,0,0
リソー教育,4714,2024-11-20 00:00:00+00:00,288.0,287.0,310.0,5.2,-0.1,0,1.8,-3.6,66.4,36.8,69.2,65.5,212.2,48.4,268.1,0,0,0,1,0,0,0
早稲田アカデミー,4718,2024-11-20 00:00:00+00:00,1807.0,1865.0,1865.0,42.3,1.8,0,2.4,-2.0,68.1,42.7,72.8,68.8,97.7,53.4,1549.0,0,0,0,0,0,0,0
アルファシステムズ,4719,2024-11-20 00:00:00+00:00,3470.0,3485.0,3620.0,81.4,2.4,0,3.4,-3.2,65.6,39.8,69.5,64.9,144.3,62.0,3012.0,0,0,0,0,0,0,0
フューチャー,4722,2024-11-20 00:00:00+00:00,1917.0,2108.0,2108.0,64.3,-2.2,0,-3.4,-3.4,54.7,40.2,49.7,64.3,153.6,62.6,1719.2,0,0,0,0,0,0,0
ＣＡＣ　Ｈｏｌｄｉｎｇｓ,4725,2024-11-20 00:00:00+00:00,1730.0,1806.0,2025.0,-2.2,-0.1,0,-0.6,-2.2,45.6,40.2,44.1,47.8,45.6,50.7,1699.7,0,0,0,0,0,1,0
ＳＢテクノロジー,4726,2024-09-05 00:00:00+00:00,29128712192.0,2945.0,2950.0,464731545.3,464731543.5,0,450.0,-3.5,100.0,37.8,100.0,68.0,55.2,51.4,-11240471594.9,0,0,0,1,1,0,0
ユー・エス・エス,4732,2024-11-20 00:00:00+00:00,1383.0,1390.0,1491.0,4.0,2.7,0,3.9,-2.5,62.5,39.3,73.0,58.2,96.5,57.6,1225.4,0,0,0,0,0,0,0
オービックビジネスコンサルタント,4733,2024-11-20 00:00:00+00:00,7011.0,7620.0,7649.0,-36.0,4.6,0,0.3,-3.3,50.5,39.0,50.2,48.3,52.0,55.6,6602.0,0,0,0,0,0,1,0
アイティフォー,4743,2024-11-20 00:00:00+00:00,1399.0,1409.0,1539.0,6.6,1.2,0,1.0,-2.3,56.0,40.4,61.7,56.9,119.8,63.6,1313.4,0,0,0,0,0,0,0
サイバーエージェント,4751,2024-11-20 00:00:00+00:00,1005.0,1064.5,1165.0,-2.7,-0.5,0,1.0,-3.5,50.6,38.8,50.9,48.0,107.9,63.0,949.0,0,0,0,0,0,0,0
楽天グループ,4755,2024-11-20 00:00:00+00:00,877.3,964.9,1067.5,-3.3,-1.1,0,-2.3,-3.8,45.6,37.8,41.3,46.8,99.3,56.5,862.0,0,0,0,0,0,0,0
クリーク・アンド・リバー社,4763,2024-11-20 00:00:00+00:00,1590.0,1623.0,2244.0,26.4,-1.3,0,0.5,-3.9,57.5,39.2,59.0,60.2,203.4,58.2,1535.8,0,0,0,0,0,0,0
ＳＢＩグローバルアセットマネジメント,4765,2024-11-20 00:00:00+00:00,628.0,635.0,795.0,7.5,0.4,0,1.5,-2.5,59.0,41.5,65.8,61.0,133.0,52.2,559.9,0,0,0,0,0,0,0
大塚商会,4768,2024-11-20 00:00:00+00:00,3636.0,3708.0,3708.0,47.1,3.7,0,0.6,-2.8,60.8,41.2,63.3,63.2,142.3,62.3,3255.2,0,0,0,0,0,0,0
サイボウズ,4776,2024-11-20 00:00:00+00:00,2037.0,2193.0,2704.0,36.3,-3.6,0,-0.7,-5.2,54.7,37.2,51.2,56.6,69.6,63.6,1932.9,0,0,0,0,0,0,0
山田コンサルティンググループ,4792,2024-11-20 00:00:00+00:00,2053.0,2245.0,2434.0,-32.3,-0.3,0,-0.6,-2.9,43.5,40.3,41.8,40.6,107.6,54.8,1996.9,0,0,0,0,0,0,0
セントラルスポーツ,4801,2024-11-20 00:00:00+00:00,2411.0,2465.0,2595.0,-5.3,-0.0,0,-0.0,-2.1,47.3,40.3,46.7,46.1,101.0,50.5,2379.2,0,0,0,0,0,0,0
パラカ,4809,2024-11-20 00:00:00+00:00,1770.0,1840.0,2119.0,-4.0,-0.3,0,0.7,-2.1,48.5,40.5,51.6,47.5,62.1,49.1,1698.9,0,0,0,0,0,0,0
電通総研,4812,2024-11-20 00:00:00+00:00,5210.0,5720.0,6030.0,-59.8,3.9,0,0.1,-3.1,47.1,41.5,47.9,45.1,176.9,61.1,4823.5,0,0,0,0,0,0,0
ＡＣＣＥＳＳ,4813,2024-11-20 00:00:00+00:00,1332.0,1338.0,1782.0,-12.4,2.8,0,3.4,-4.0,52.7,36.4,58.5,49.4,98.8,42.0,1205.6,0,0,0,0,0,0,0
